2021-06-27 21:06:208 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 12:06:546 INFO  AddCustomerPage :57 - Clicks on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (ec0bdcd7471ccf057c60e14d8c0c4389)] -> xpath: //button[@type='submit']]
2021-06-30 12:06:727 INFO  HomePage :28 - Clicks on Home Button [[ChromeDriver: chrome on WINDOWS (ec0bdcd7471ccf057c60e14d8c0c4389)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 12:06:837 INFO  HomePage :34 - Click on Bank Manager Login Button [[ChromeDriver: chrome on WINDOWS (ec0bdcd7471ccf057c60e14d8c0c4389)] -> xpath: //button[contains(text(),'Bank Manager Login')]]<br>
2021-06-30 12:06:936 INFO  OpenAccountPage :30 - Clicks on Open Account Button [[ChromeDriver: chrome on WINDOWS (ec0bdcd7471ccf057c60e14d8c0c4389)] -> xpath: //div[@class='center']//button[@ng-class='btnClass2']]
2021-06-30 12:06:223 INFO  OpenAccountPage :36 - Selects Customer Name from Drop Down [[ChromeDriver: chrome on WINDOWS (ec0bdcd7471ccf057c60e14d8c0c4389)] -> xpath: //select[@id='userSelect']]
2021-06-30 12:06:666 INFO  OpenAccountPage :43 - Selects Currency Drop Down
2021-06-30 12:06:918 INFO  OpenAccountPage :49 - Clicks on Process Button [[ChromeDriver: chrome on WINDOWS (ec0bdcd7471ccf057c60e14d8c0c4389)] -> xpath: //button[contains(text(),'Process')]]
2021-06-30 12:06:73 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 12:06:727 INFO  BankManagerLoginPage :29 - Clicks on Managers Login Button [[ChromeDriver: chrome on WINDOWS (38134a26846c867c89850ad7319fe889)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-30 12:06:63 INFO  AddCustomerPage :32 - Clicks on Add Customer Button [[ChromeDriver: chrome on WINDOWS (38134a26846c867c89850ad7319fe889)] -> xpath: //div[@class='center']//button[@ng-class='btnClass1']]
2021-06-30 12:06:389 INFO  AddCustomerPage :38 - Click on Add First Name Field [[ChromeDriver: chrome on WINDOWS (38134a26846c867c89850ad7319fe889)] -> xpath: //div[@class='form-group']//input[@placeholder='First Name']]
2021-06-30 12:06:664 INFO  AddCustomerPage :45 - Sends text to LastName Field [[ChromeDriver: chrome on WINDOWS (38134a26846c867c89850ad7319fe889)] -> xpath: //div[@class='form-group']//input[@placeholder='Last Name']]
2021-06-30 12:06:951 INFO  AddCustomerPage :51 - Send text to PostCode Field [[ChromeDriver: chrome on WINDOWS (38134a26846c867c89850ad7319fe889)] -> xpath: //div[@class='form-group']//input[@placeholder='Post Code']]
2021-06-30 12:06:201 INFO  AddCustomerPage :57 - Clicks on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (38134a26846c867c89850ad7319fe889)] -> xpath: //button[@type='submit']]
2021-06-30 12:06:549 INFO  HomePage :24 - Click on Customer Login Button [[ChromeDriver: chrome on WINDOWS (38134a26846c867c89850ad7319fe889)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-30 12:06:800 INFO  OpenAccountPage :36 - Selects Customer Name from Drop Down [[ChromeDriver: chrome on WINDOWS (38134a26846c867c89850ad7319fe889)] -> xpath: //select[@id='userSelect']]
2021-06-30 12:06:325 INFO  CustomersPage :48 - Verification of Logout Button [[ChromeDriver: chrome on WINDOWS (38134a26846c867c89850ad7319fe889)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-30 12:06:365 INFO  CustomersPage :57 - Verifying Message name [[ChromeDriver: chrome on WINDOWS (38134a26846c867c89850ad7319fe889)] -> xpath: //label[contains(text(),'Your Name :')]]
2021-06-30 12:06:428 INFO  CustomersPage :52 - Verification of Logout Button [[ChromeDriver: chrome on WINDOWS (38134a26846c867c89850ad7319fe889)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 12:06:808 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 12:06:90 INFO  BankManagerLoginPage :29 - Clicks on Managers Login Button [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-30 12:06:601 INFO  AddCustomerPage :32 - Clicks on Add Customer Button [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //div[@class='center']//button[@ng-class='btnClass1']]
2021-06-30 12:06:933 INFO  AddCustomerPage :38 - Click on Add First Name Field [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //div[@class='form-group']//input[@placeholder='First Name']]
2021-06-30 12:06:264 INFO  AddCustomerPage :45 - Sends text to LastName Field [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //div[@class='form-group']//input[@placeholder='Last Name']]
2021-06-30 12:06:504 INFO  AddCustomerPage :51 - Send text to PostCode Field [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //div[@class='form-group']//input[@placeholder='Post Code']]
2021-06-30 12:06:756 INFO  AddCustomerPage :57 - Clicks on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //button[@type='submit']]
2021-06-30 12:06:50 INFO  HomePage :28 - Clicks on Home Button [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 12:06:186 INFO  HomePage :34 - Click on Bank Manager Login Button [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //button[contains(text(),'Bank Manager Login')]]<br>
2021-06-30 12:06:277 INFO  OpenAccountPage :30 - Clicks on Open Account Button [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //div[@class='center']//button[@ng-class='btnClass2']]
2021-06-30 12:06:539 INFO  OpenAccountPage :36 - Selects Customer Name from Drop Down [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //select[@id='userSelect']]
2021-06-30 12:06:938 INFO  OpenAccountPage :43 - Selects Currency Drop Down
2021-06-30 12:06:174 INFO  OpenAccountPage :49 - Clicks on Process Button [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //button[contains(text(),'Process')]]
2021-06-30 12:06:412 INFO  HomePage :24 - Click on Customer Login Button [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-30 12:06:697 INFO  OpenAccountPage :36 - Selects Customer Name from Drop Down [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //select[@id='userSelect']]
2021-06-30 12:06:377 INFO  AccountPage :42 - Click on Deposit [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //button[2][contains(text(),'Deposit')]]
2021-06-30 12:06:625 INFO  AccountPage :47 - Deposit Money [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //div[@class='form-group']/input]
2021-06-30 12:06:742 INFO  AccountPage :52 - Click on deposit[[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //form[@name='myForm']/button]
2021-06-30 12:06:853 INFO  AccountPage :57 - Get Message to verify [[ChromeDriver: chrome on WINDOWS (e712923a36d9778cc34861e173118f54)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-30 12:06:200 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-30 12:06:755 INFO  BankManagerLoginPage :29 - Clicks on Managers Login Button [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-30 12:06:135 INFO  AddCustomerPage :32 - Clicks on Add Customer Button [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //div[@class='center']//button[@ng-class='btnClass1']]
2021-06-30 12:06:400 INFO  AddCustomerPage :38 - Click on Add First Name Field [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //div[@class='form-group']//input[@placeholder='First Name']]
2021-06-30 12:06:715 INFO  AddCustomerPage :45 - Sends text to LastName Field [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //div[@class='form-group']//input[@placeholder='Last Name']]
2021-06-30 12:06:21 INFO  AddCustomerPage :51 - Send text to PostCode Field [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //div[@class='form-group']//input[@placeholder='Post Code']]
2021-06-30 12:06:282 INFO  AddCustomerPage :57 - Clicks on Add to Customer Button [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //button[@type='submit']]
2021-06-30 12:06:545 INFO  HomePage :28 - Clicks on Home Button [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 12:06:655 INFO  HomePage :34 - Click on Bank Manager Login Button [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //button[contains(text(),'Bank Manager Login')]]<br>
2021-06-30 12:06:753 INFO  OpenAccountPage :30 - Clicks on Open Account Button [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //div[@class='center']//button[@ng-class='btnClass2']]
2021-06-30 12:06:976 INFO  OpenAccountPage :36 - Selects Customer Name from Drop Down [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //select[@id='userSelect']]
2021-06-30 12:06:391 INFO  OpenAccountPage :43 - Selects Currency Drop Down
2021-06-30 12:06:624 INFO  OpenAccountPage :49 - Clicks on Process Button [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //button[contains(text(),'Process')]]
2021-06-30 12:06:835 INFO  HomePage :24 - Click on Customer Login Button [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-30 12:06:112 INFO  OpenAccountPage :36 - Selects Customer Name from Drop Down [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //select[@id='userSelect']]
2021-06-30 12:06:75 INFO  AccountPage :42 - Click on Deposit [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //button[2][contains(text(),'Deposit')]]
2021-06-30 12:06:303 INFO  AccountPage :47 - Deposit Money [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //div[@class='form-group']/input]
2021-06-30 12:06:400 INFO  AccountPage :52 - Click on deposit[[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //form[@name='myForm']/button]
2021-06-30 12:06:552 INFO  HomePage :24 - Click on Customer Login Button [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-30 12:06:649 INFO  OpenAccountPage :36 - Selects Customer Name from Drop Down [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //select[@id='userSelect']]
2021-06-30 12:06:125 INFO  AccountPage :67 - clicking on Withdrawal Button [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //button[3][contains(text(),'Withdraw')]]
2021-06-30 12:06:391 INFO  AccountPage :73 - Enter Withdrawal Amount [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //div[@class='form-group']/input]
2021-06-30 12:06:488 INFO  AccountPage :77 - Clicking on Withdrawal [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //form[@name='myForm']/button]
2021-06-30 12:06:587 INFO  AccountPage :61 - Get Message to verify [[ChromeDriver: chrome on WINDOWS (2670c6ce17fbc2868245479ed8740d78)] -> xpath: //span[contains(text(),'Transaction successful')]]
